timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/09/23 21:54:27.152, NVIDIA GeForce RTX 5080 Laptop GPU, 74 %, 5150 MiB, 16303 MiB, 64
2026/09/23 21:54:29.152, NVIDIA GeForce RTX 5080 Laptop GPU, 52 %, 5202 MiB, 16303 MiB, 64
2026/09/23 21:54:31.152, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5167 MiB, 16303 MiB, 65
2026/09/23 21:54:33.152, NVIDIA GeForce RTX 5080 Laptop GPU, 92 %, 5217 MiB, 16303 MiB, 65
2026/09/23 21:54:35.153, NVIDIA GeForce RTX 5080 Laptop GPU, 68 %, 5165 MiB, 16303 MiB, 67
2026/09/23 21:54:37.153, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5202 MiB, 16303 MiB, 65
2026/09/23 21:54:39.153, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5202 MiB, 16303 MiB, 65
2026/09/23 21:54:41.154, NVIDIA GeForce RTX 5080 Laptop GPU, 76 %, 5151 MiB, 16303 MiB, 65
2026/09/23 21:54:43.154, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5099 MiB, 16303 MiB, 65
2026/09/23 21:54:45.154, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:54:47.154, NVIDIA GeForce RTX 5080 Laptop GPU, 92 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:54:49.155, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:54:51.155, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5099 MiB, 16303 MiB, 66
2026/09/23 21:54:53.155, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5099 MiB, 16303 MiB, 66
2026/09/23 21:54:55.155, NVIDIA GeForce RTX 5080 Laptop GPU, 82 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:54:57.156, NVIDIA GeForce RTX 5080 Laptop GPU, 60 %, 5151 MiB, 16303 MiB, 65
2026/09/23 21:54:59.156, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:55:01.157, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5099 MiB, 16303 MiB, 66
2026/09/23 21:55:03.157, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:55:05.157, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:55:07.158, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:55:09.158, NVIDIA GeForce RTX 5080 Laptop GPU, 89 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:55:11.158, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:55:13.158, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5151 MiB, 16303 MiB, 67
2026/09/23 21:55:15.158, NVIDIA GeForce RTX 5080 Laptop GPU, 62 %, 5151 MiB, 16303 MiB, 66
2026/09/23 21:55:17.159, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5161 MiB, 16303 MiB, 67
2026/09/23 21:55:19.159, NVIDIA GeForce RTX 5080 Laptop GPU, 61 %, 5278 MiB, 16303 MiB, 66
2026/09/23 21:55:21.159, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5226 MiB, 16303 MiB, 67
2026/09/23 21:55:23.159, NVIDIA GeForce RTX 5080 Laptop GPU, 70 %, 5257 MiB, 16303 MiB, 67
2026/09/23 21:55:25.160, NVIDIA GeForce RTX 5080 Laptop GPU, 87 %, 5267 MiB, 16303 MiB, 67
2026/09/23 21:55:27.160, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5215 MiB, 16303 MiB, 67
2026/09/23 21:55:29.160, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5312 MiB, 16303 MiB, 67
2026/09/23 21:55:31.160, NVIDIA GeForce RTX 5080 Laptop GPU, 95 %, 5112 MiB, 16303 MiB, 67
2026/09/23 21:55:33.161, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5163 MiB, 16303 MiB, 67
2026/09/23 21:55:35.161, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5163 MiB, 16303 MiB, 67
2026/09/23 21:55:37.161, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5163 MiB, 16303 MiB, 68
2026/09/23 21:55:39.161, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5163 MiB, 16303 MiB, 68
2026/09/23 21:55:41.161, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5215 MiB, 16303 MiB, 68
2026/09/23 21:55:43.162, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5134 MiB, 16303 MiB, 68
2026/09/23 21:55:45.162, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5112 MiB, 16303 MiB, 68
2026/09/23 21:55:47.162, NVIDIA GeForce RTX 5080 Laptop GPU, 81 %, 5163 MiB, 16303 MiB, 68
2026/09/23 21:55:49.162, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5195 MiB, 16303 MiB, 68
2026/09/23 21:55:51.163, NVIDIA GeForce RTX 5080 Laptop GPU, 65 %, 5112 MiB, 16303 MiB, 70
2026/09/23 21:55:53.163, NVIDIA GeForce RTX 5080 Laptop GPU, 95 %, 5186 MiB, 16303 MiB, 69
2026/09/23 21:55:55.163, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5134 MiB, 16303 MiB, 69
2026/09/23 21:55:57.164, NVIDIA GeForce RTX 5080 Laptop GPU, 80 %, 5112 MiB, 16303 MiB, 68
2026/09/23 21:55:59.164, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5134 MiB, 16303 MiB, 69
2026/09/23 21:56:01.164, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5112 MiB, 16303 MiB, 69
2026/09/23 21:56:03.164, NVIDIA GeForce RTX 5080 Laptop GPU, 94 %, 5186 MiB, 16303 MiB, 69
2026/09/23 21:56:05.164, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5186 MiB, 16303 MiB, 69
2026/09/23 21:56:07.165, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5112 MiB, 16303 MiB, 69
2026/09/23 21:56:09.165, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5163 MiB, 16303 MiB, 69
2026/09/23 21:56:11.165, NVIDIA GeForce RTX 5080 Laptop GPU, 87 %, 5186 MiB, 16303 MiB, 69
2026/09/23 21:56:13.166, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5134 MiB, 16303 MiB, 69
2026/09/23 21:56:15.166, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5134 MiB, 16303 MiB, 69
2026/09/23 21:56:17.166, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5163 MiB, 16303 MiB, 69
2026/09/23 21:56:19.166, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5163 MiB, 16303 MiB, 70
2026/09/23 21:56:21.166, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5122 MiB, 16303 MiB, 70
2026/09/23 21:56:23.167, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5112 MiB, 16303 MiB, 70
2026/09/23 21:56:25.167, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5163 MiB, 16303 MiB, 70
2026/09/23 21:56:27.167, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5134 MiB, 16303 MiB, 70
2026/09/23 21:56:29.168, NVIDIA GeForce RTX 5080 Laptop GPU, 65 %, 5112 MiB, 16303 MiB, 71
2026/09/23 21:56:31.168, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5112 MiB, 16303 MiB, 70
2026/09/23 21:56:33.168, NVIDIA GeForce RTX 5080 Laptop GPU, 67 %, 5122 MiB, 16303 MiB, 71
2026/09/23 21:56:35.168, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5112 MiB, 16303 MiB, 70
2026/09/23 21:56:37.169, NVIDIA GeForce RTX 5080 Laptop GPU, 86 %, 5163 MiB, 16303 MiB, 70
2026/09/23 21:56:39.169, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5186 MiB, 16303 MiB, 71
2026/09/23 21:56:41.169, NVIDIA GeForce RTX 5080 Laptop GPU, 64 %, 5112 MiB, 16303 MiB, 70
2026/09/23 21:56:43.169, NVIDIA GeForce RTX 5080 Laptop GPU, 62 %, 5112 MiB, 16303 MiB, 69
2026/09/23 21:56:45.169, NVIDIA GeForce RTX 5080 Laptop GPU, 56 %, 5134 MiB, 16303 MiB, 70
2026/09/23 21:56:47.170, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5186 MiB, 16303 MiB, 71
2026/09/23 21:56:49.170, NVIDIA GeForce RTX 5080 Laptop GPU, 62 %, 5163 MiB, 16303 MiB, 72
2026/09/23 21:56:51.170, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5112 MiB, 16303 MiB, 71
2026/09/23 21:56:53.170, NVIDIA GeForce RTX 5080 Laptop GPU, 89 %, 5163 MiB, 16303 MiB, 71
2026/09/23 21:56:55.170, NVIDIA GeForce RTX 5080 Laptop GPU, 91 %, 5112 MiB, 16303 MiB, 71
2026/09/23 21:56:57.171, NVIDIA GeForce RTX 5080 Laptop GPU, 74 %, 5186 MiB, 16303 MiB, 73
2026/09/23 21:56:59.171, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5163 MiB, 16303 MiB, 71
2026/09/23 21:57:01.171, NVIDIA GeForce RTX 5080 Laptop GPU, 71 %, 5227 MiB, 16303 MiB, 72
2026/09/23 21:57:03.171, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 674 MiB, 16303 MiB, 68
2026/09/23 21:57:05.186, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 663 MiB, 16303 MiB, 67
2026/09/23 21:57:07.187, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 657 MiB, 16303 MiB, 66
2026/09/23 21:57:09.187, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 657 MiB, 16303 MiB, 65
2026/09/23 21:57:11.188, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 657 MiB, 16303 MiB, 65
2026/09/23 21:57:13.188, NVIDIA GeForce RTX 5080 Laptop GPU, 20 %, 678 MiB, 16303 MiB, 64
2026/09/23 21:57:15.189, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 656 MiB, 16303 MiB, 64
