timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/09/23 20:33:40.974, NVIDIA GeForce RTX 5080 Laptop GPU, 88 %, 5218 MiB, 16303 MiB, 62
2026/09/23 20:33:42.975, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5218 MiB, 16303 MiB, 61
2026/09/23 20:33:44.975, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5270 MiB, 16303 MiB, 62
2026/09/23 20:33:46.975, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5218 MiB, 16303 MiB, 61
2026/09/23 20:33:48.975, NVIDIA GeForce RTX 5080 Laptop GPU, 95 %, 5218 MiB, 16303 MiB, 62
2026/09/23 20:33:50.976, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5218 MiB, 16303 MiB, 62
2026/09/23 20:33:52.976, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5218 MiB, 16303 MiB, 64
2026/09/23 20:33:54.976, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5218 MiB, 16303 MiB, 62
2026/09/23 20:33:56.976, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5218 MiB, 16303 MiB, 62
2026/09/23 20:33:58.977, NVIDIA GeForce RTX 5080 Laptop GPU, 51 %, 5348 MiB, 16303 MiB, 63
2026/09/23 20:34:00.977, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5387 MiB, 16303 MiB, 63
2026/09/23 20:34:02.977, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5334 MiB, 16303 MiB, 64
2026/09/23 20:34:04.978, NVIDIA GeForce RTX 5080 Laptop GPU, 86 %, 5386 MiB, 16303 MiB, 64
2026/09/23 20:34:06.978, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5364 MiB, 16303 MiB, 63
2026/09/23 20:34:08.978, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5258 MiB, 16303 MiB, 64
2026/09/23 20:34:10.978, NVIDIA GeForce RTX 5080 Laptop GPU, 86 %, 5236 MiB, 16303 MiB, 65
2026/09/23 20:34:12.979, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5184 MiB, 16303 MiB, 64
2026/09/23 20:34:14.979, NVIDIA GeForce RTX 5080 Laptop GPU, 72 %, 5258 MiB, 16303 MiB, 64
2026/09/23 20:34:16.979, NVIDIA GeForce RTX 5080 Laptop GPU, 94 %, 5184 MiB, 16303 MiB, 64
2026/09/23 20:34:18.979, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5236 MiB, 16303 MiB, 65
2026/09/23 20:34:20.980, NVIDIA GeForce RTX 5080 Laptop GPU, 86 %, 5184 MiB, 16303 MiB, 65
2026/09/23 20:34:22.980, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5203 MiB, 16303 MiB, 65
2026/09/23 20:34:24.980, NVIDIA GeForce RTX 5080 Laptop GPU, 71 %, 5232 MiB, 16303 MiB, 65
2026/09/23 20:34:26.980, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5203 MiB, 16303 MiB, 65
2026/09/23 20:34:28.981, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5180 MiB, 16303 MiB, 65
2026/09/23 20:34:30.981, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5180 MiB, 16303 MiB, 66
2026/09/23 20:34:32.981, NVIDIA GeForce RTX 5080 Laptop GPU, 85 %, 5232 MiB, 16303 MiB, 66
2026/09/23 20:34:34.982, NVIDIA GeForce RTX 5080 Laptop GPU, 66 %, 5232 MiB, 16303 MiB, 66
2026/09/23 20:34:36.982, NVIDIA GeForce RTX 5080 Laptop GPU, 84 %, 5232 MiB, 16303 MiB, 66
2026/09/23 20:34:38.982, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5180 MiB, 16303 MiB, 66
2026/09/23 20:34:40.982, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5254 MiB, 16303 MiB, 66
2026/09/23 20:34:42.982, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5232 MiB, 16303 MiB, 66
2026/09/23 20:34:44.983, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5203 MiB, 16303 MiB, 66
2026/09/23 20:34:46.983, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5191 MiB, 16303 MiB, 67
2026/09/23 20:34:48.983, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5190 MiB, 16303 MiB, 67
2026/09/23 20:34:50.983, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5200 MiB, 16303 MiB, 67
2026/09/23 20:34:52.983, NVIDIA GeForce RTX 5080 Laptop GPU, 91 %, 5189 MiB, 16303 MiB, 67
2026/09/23 20:34:54.984, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5263 MiB, 16303 MiB, 68
2026/09/23 20:34:56.984, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5232 MiB, 16303 MiB, 67
2026/09/23 20:34:58.984, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5254 MiB, 16303 MiB, 67
2026/09/23 20:35:00.984, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5232 MiB, 16303 MiB, 67
2026/09/23 20:35:02.985, NVIDIA GeForce RTX 5080 Laptop GPU, 42 %, 5232 MiB, 16303 MiB, 68
2026/09/23 20:35:04.985, NVIDIA GeForce RTX 5080 Laptop GPU, 82 %, 5254 MiB, 16303 MiB, 67
2026/09/23 20:35:06.985, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5232 MiB, 16303 MiB, 67
2026/09/23 20:35:08.985, NVIDIA GeForce RTX 5080 Laptop GPU, 95 %, 5232 MiB, 16303 MiB, 68
2026/09/23 20:35:10.986, NVIDIA GeForce RTX 5080 Laptop GPU, 86 %, 5181 MiB, 16303 MiB, 68
2026/09/23 20:35:12.986, NVIDIA GeForce RTX 5080 Laptop GPU, 75 %, 5232 MiB, 16303 MiB, 68
2026/09/23 20:35:14.986, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5232 MiB, 16303 MiB, 68
2026/09/23 20:35:16.986, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5181 MiB, 16303 MiB, 69
2026/09/23 20:35:18.986, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5232 MiB, 16303 MiB, 68
2026/09/23 20:35:20.987, NVIDIA GeForce RTX 5080 Laptop GPU, 95 %, 5232 MiB, 16303 MiB, 68
2026/09/23 20:35:22.987, NVIDIA GeForce RTX 5080 Laptop GPU, 69 %, 5232 MiB, 16303 MiB, 68
2026/09/23 20:35:24.988, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5203 MiB, 16303 MiB, 69
2026/09/23 20:35:26.988, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5232 MiB, 16303 MiB, 69
2026/09/23 20:35:28.989, NVIDIA GeForce RTX 5080 Laptop GPU, 73 %, 5232 MiB, 16303 MiB, 69
2026/09/23 20:35:30.989, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5232 MiB, 16303 MiB, 71
2026/09/23 20:35:32.989, NVIDIA GeForce RTX 5080 Laptop GPU, 79 %, 5181 MiB, 16303 MiB, 69
2026/09/23 20:35:34.990, NVIDIA GeForce RTX 5080 Laptop GPU, 58 %, 5181 MiB, 16303 MiB, 69
2026/09/23 20:35:36.990, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5250 MiB, 16303 MiB, 69
2026/09/23 20:35:38.990, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5250 MiB, 16303 MiB, 69
2026/09/23 20:35:40.991, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5248 MiB, 16303 MiB, 69
2026/09/23 20:35:42.991, NVIDIA GeForce RTX 5080 Laptop GPU, 90 %, 5270 MiB, 16303 MiB, 69
2026/09/23 20:35:44.991, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5229 MiB, 16303 MiB, 69
2026/09/23 20:35:46.991, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5206 MiB, 16303 MiB, 69
2026/09/23 20:35:48.992, NVIDIA GeForce RTX 5080 Laptop GPU, 63 %, 5178 MiB, 16303 MiB, 69
2026/09/23 20:35:50.992, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5200 MiB, 16303 MiB, 69
2026/09/23 20:35:52.992, NVIDIA GeForce RTX 5080 Laptop GPU, 64 %, 5252 MiB, 16303 MiB, 70
2026/09/23 20:35:54.992, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5252 MiB, 16303 MiB, 71
2026/09/23 20:35:56.993, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5239 MiB, 16303 MiB, 70
2026/09/23 20:35:58.993, NVIDIA GeForce RTX 5080 Laptop GPU, 69 %, 5229 MiB, 16303 MiB, 69
2026/09/23 20:36:00.994, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5229 MiB, 16303 MiB, 71
2026/09/23 20:36:02.994, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5178 MiB, 16303 MiB, 70
2026/09/23 20:36:04.994, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5229 MiB, 16303 MiB, 70
2026/09/23 20:36:06.994, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5178 MiB, 16303 MiB, 70
2026/09/23 20:36:08.995, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5281 MiB, 16303 MiB, 70
2026/09/23 20:36:10.995, NVIDIA GeForce RTX 5080 Laptop GPU, 87 %, 5178 MiB, 16303 MiB, 71
2026/09/23 20:36:12.995, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5178 MiB, 16303 MiB, 70
2026/09/23 20:36:14.996, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5229 MiB, 16303 MiB, 70
2026/09/23 20:36:16.996, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5200 MiB, 16303 MiB, 70
2026/09/23 20:36:18.996, NVIDIA GeForce RTX 5080 Laptop GPU, 69 %, 5230 MiB, 16303 MiB, 71
2026/09/23 20:36:20.997, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5200 MiB, 16303 MiB, 71
2026/09/23 20:36:22.997, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5229 MiB, 16303 MiB, 71
2026/09/23 20:36:24.997, NVIDIA GeForce RTX 5080 Laptop GPU, 94 %, 5200 MiB, 16303 MiB, 71
2026/09/23 20:36:26.997, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5229 MiB, 16303 MiB, 70
2026/09/23 20:36:28.998, NVIDIA GeForce RTX 5080 Laptop GPU, 94 %, 5178 MiB, 16303 MiB, 71
2026/09/23 20:36:30.998, NVIDIA GeForce RTX 5080 Laptop GPU, 54 %, 5229 MiB, 16303 MiB, 71
2026/09/23 20:36:32.998, NVIDIA GeForce RTX 5080 Laptop GPU, 90 %, 5230 MiB, 16303 MiB, 72
2026/09/23 20:36:34.999, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5229 MiB, 16303 MiB, 71
2026/09/23 20:36:36.999, NVIDIA GeForce RTX 5080 Laptop GPU, 73 %, 5229 MiB, 16303 MiB, 71
2026/09/23 20:36:38.999, NVIDIA GeForce RTX 5080 Laptop GPU, 72 %, 5369 MiB, 16303 MiB, 71
2026/09/23 20:36:40.999, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 727 MiB, 16303 MiB, 69
2026/09/23 20:36:43.169, NVIDIA GeForce RTX 5080 Laptop GPU, 13 %, 737 MiB, 16303 MiB, 68
2026/09/23 20:36:45.170, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 733 MiB, 16303 MiB, 66
2026/09/23 20:36:47.170, NVIDIA GeForce RTX 5080 Laptop GPU, 3 %, 722 MiB, 16303 MiB, 66
2026/09/23 20:36:49.170, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 721 MiB, 16303 MiB, 65
2026/09/23 20:36:51.171, NVIDIA GeForce RTX 5080 Laptop GPU, 46 %, 741 MiB, 16303 MiB, 65
2026/09/23 20:36:53.171, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 740 MiB, 16303 MiB, 64
2026/09/23 20:36:55.171, NVIDIA GeForce RTX 5080 Laptop GPU, 39 %, 762 MiB, 16303 MiB, 64
2026/09/23 20:36:57.172, NVIDIA GeForce RTX 5080 Laptop GPU, 20 %, 721 MiB, 16303 MiB, 63
2026/09/23 20:36:59.172, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 721 MiB, 16303 MiB, 63
