timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/09/23 21:28:39.706, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5250 MiB, 16303 MiB, 66
2026/09/23 21:28:41.706, NVIDIA GeForce RTX 5080 Laptop GPU, 68 %, 5272 MiB, 16303 MiB, 67
2026/09/23 21:28:43.706, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5250 MiB, 16303 MiB, 67
2026/09/23 21:28:45.706, NVIDIA GeForce RTX 5080 Laptop GPU, 89 %, 5323 MiB, 16303 MiB, 68
2026/09/23 21:28:47.707, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5250 MiB, 16303 MiB, 68
2026/09/23 21:28:49.707, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5301 MiB, 16303 MiB, 67
2026/09/23 21:28:51.707, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5301 MiB, 16303 MiB, 68
2026/09/23 21:28:53.707, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5250 MiB, 16303 MiB, 68
2026/09/23 21:28:55.707, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5250 MiB, 16303 MiB, 68
2026/09/23 21:28:57.708, NVIDIA GeForce RTX 5080 Laptop GPU, 89 %, 5301 MiB, 16303 MiB, 67
2026/09/23 21:28:59.708, NVIDIA GeForce RTX 5080 Laptop GPU, 71 %, 5272 MiB, 16303 MiB, 69
2026/09/23 21:29:01.708, NVIDIA GeForce RTX 5080 Laptop GPU, 95 %, 5250 MiB, 16303 MiB, 68
2026/09/23 21:29:03.708, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5301 MiB, 16303 MiB, 68
2026/09/23 21:29:05.709, NVIDIA GeForce RTX 5080 Laptop GPU, 90 %, 5301 MiB, 16303 MiB, 69
2026/09/23 21:29:07.709, NVIDIA GeForce RTX 5080 Laptop GPU, 97 %, 5301 MiB, 16303 MiB, 68
2026/09/23 21:29:09.709, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5301 MiB, 16303 MiB, 69
2026/09/23 21:29:11.709, NVIDIA GeForce RTX 5080 Laptop GPU, 68 %, 5301 MiB, 16303 MiB, 70
2026/09/23 21:29:13.710, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5250 MiB, 16303 MiB, 69
2026/09/23 21:29:15.710, NVIDIA GeForce RTX 5080 Laptop GPU, 90 %, 5323 MiB, 16303 MiB, 69
2026/09/23 21:29:17.710, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5301 MiB, 16303 MiB, 69
2026/09/23 21:29:19.710, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5250 MiB, 16303 MiB, 69
2026/09/23 21:29:21.711, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5250 MiB, 16303 MiB, 70
2026/09/23 21:29:23.711, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5323 MiB, 16303 MiB, 70
2026/09/23 21:29:25.711, NVIDIA GeForce RTX 5080 Laptop GPU, 88 %, 5301 MiB, 16303 MiB, 70
2026/09/23 21:29:27.711, NVIDIA GeForce RTX 5080 Laptop GPU, 90 %, 5323 MiB, 16303 MiB, 69
2026/09/23 21:29:29.711, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5323 MiB, 16303 MiB, 70
2026/09/23 21:29:31.712, NVIDIA GeForce RTX 5080 Laptop GPU, 75 %, 5250 MiB, 16303 MiB, 69
2026/09/23 21:29:33.712, NVIDIA GeForce RTX 5080 Laptop GPU, 81 %, 5250 MiB, 16303 MiB, 69
2026/09/23 21:29:35.712, NVIDIA GeForce RTX 5080 Laptop GPU, 90 %, 5323 MiB, 16303 MiB, 70
2026/09/23 21:29:37.712, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5241 MiB, 16303 MiB, 69
2026/09/23 21:29:39.713, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5241 MiB, 16303 MiB, 70
2026/09/23 21:29:41.713, NVIDIA GeForce RTX 5080 Laptop GPU, 94 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:29:43.713, NVIDIA GeForce RTX 5080 Laptop GPU, 96 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:29:45.714, NVIDIA GeForce RTX 5080 Laptop GPU, 91 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:29:47.714, NVIDIA GeForce RTX 5080 Laptop GPU, 78 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:29:49.714, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5315 MiB, 16303 MiB, 70
2026/09/23 21:29:51.714, NVIDIA GeForce RTX 5080 Laptop GPU, 76 %, 5315 MiB, 16303 MiB, 71
2026/09/23 21:29:53.715, NVIDIA GeForce RTX 5080 Laptop GPU, 93 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:29:55.715, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:29:57.715, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:29:59.715, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5293 MiB, 16303 MiB, 70
2026/09/23 21:30:01.716, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5303 MiB, 16303 MiB, 70
2026/09/23 21:30:03.716, NVIDIA GeForce RTX 5080 Laptop GPU, 99 %, 5344 MiB, 16303 MiB, 71
2026/09/23 21:30:05.716, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5341 MiB, 16303 MiB, 70
2026/09/23 21:30:07.716, NVIDIA GeForce RTX 5080 Laptop GPU, 63 %, 5304 MiB, 16303 MiB, 71
2026/09/23 21:30:09.717, NVIDIA GeForce RTX 5080 Laptop GPU, 75 %, 5301 MiB, 16303 MiB, 71
2026/09/23 21:30:11.717, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5237 MiB, 16303 MiB, 71
2026/09/23 21:30:13.717, NVIDIA GeForce RTX 5080 Laptop GPU, 98 %, 5482 MiB, 16303 MiB, 71
2026/09/23 21:30:15.717, NVIDIA GeForce RTX 5080 Laptop GPU, 7 %, 5506 MiB, 16303 MiB, 68
2026/09/23 21:30:17.718, NVIDIA GeForce RTX 5080 Laptop GPU, 0 %, 782 MiB, 16303 MiB, 67
